region_A,A_sig,B_sig,C_sig,D_sig,A_bkg,B_bkg,C_bkg,D_bkg,B_data,C_data,D_data,A_pred,fom
abcdnet_score > 0.8115151515151515 and abs_deta_jj > 4.121212121212121 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.851551045227672,2.820116540528999,5.60932613745053,3.3571533217718015,262.893646169509,1034.7256884559688,5120.263368095589,20702.15459631437,1908,9285,36485,485.5633822118679,0.26555105671952234
abcdnet_score > 0.8153535353535354 and abs_deta_jj > 4.08080808080808 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.81912858013128,2.7254388528960782,5.7388285071524,3.354751104799247,260.3927467456633,989.0933040544584,5258.381444286713,20612.1698039486,1820,9575,36291,480.18792538094846,0.26555368716105826
abcdnet_score > 0.8191919191919192 and abs_deta_jj > 4.040404040404041 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.762435718656236,2.6450179124754505,5.876523797499033,3.354169616348285,260.873523345772,933.7105880986869,5412.778763705873,20512.67442388511,1729,9823,36140,469.94928057553955,0.26581568219577784
abcdnet_score > 0.8211111111111111 and abs_deta_jj > 4.040404040404041 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.721280485543042,2.6137838441620547,5.917679030612227,3.3854036846616804,257.5978115063465,917.012814055987,5416.054475545298,20529.372197927813,1701,9835,36168,462.54520570670206,0.2660211384036801
abcdnet_score > 0.8076767676767678 and abs_deta_jj > 4.161616161616162 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.883877003950429,2.897688756895782,5.497711157279537,3.3588701268532573,263.3608482312243,1079.803756610653,4994.884475037276,20781.98821915628,1984,9036,36654,489.09870682599444,0.26605126512598204
abcdnet_score > 0.8268686868686869 and abs_deta_jj > 4.0 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.640879400542182,2.525923553692449,6.069379423316121,3.4019646674282535,248.0527531868849,856.2465987907532,5571.437660349537,20444.30028670827,1597,10129,35984,449.5334871053802,0.2660515480232748
abcdnet_score > 0.8134343434343435 and abs_deta_jj > 4.121212121212121 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.807331223456201,2.80483118979753,5.653545959222003,3.3724386725032707,258.7324020881591,1010.3061670258919,5124.424612176939,20726.574117744443,1872,9294,36521,476.3935270118562,0.2660686284913244
abcdnet_score > 0.8287878787878789 and abs_deta_jj > 4.0 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.598769637828446,2.5090913913368835,6.111489186029858,3.418796829783818,241.04410087999165,842.5020484253766,5578.446312656431,20458.044837073634,1572,10137,36009,442.53836540864785,0.26614427899305826
abcdnet_score > 0.8019191919191919 and abs_deta_jj > 4.242424242424242 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.913734234005169,3.044028681336124,5.3082839729442,3.372100156693511,266.66352051823696,1152.9853415631412,4715.639112285485,20984.749324668574,2141,8523,37009,493.0623091680402,0.26632436522697883
abcdnet_score > 0.8095959595959596 and abs_deta_jj > 4.161616161616162 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.844947058294234,2.8749722410796617,5.536641102935733,3.3815866426693777,259.70783831634475,1062.2533586813643,4998.537484952156,20799.538617085575,1954,9041,36684,481.5754552393414,0.26634736822616034
